graphId,src,dst
6,1060430,1060401
6,1060401,1060431
6,1060431,1060401
6,5187,5186
6,5186,5187
6,1060407,1060406
6,1060406,1060407
6,1060408,1060417
6,1060417,1060408
6,1060415,1060414
6,1060414,1060415
6,1060411,1060416
6,1060416,1060411
6,1060419,1060421
6,1060421,1060419
6,1060421,1060432
6,1060432,1060421
6,1060425,1060424
6,1060424,1060425
6,1060434,1060433
6,1060433,1060434
7,1060437,1060459
7,1060459,1060437
7,1060459,1060450
7,1060450,1060459
7,1060459,1060451
7,1060451,1060459
7,1060459,1060454
7,1060454,1060459
7,1060459,1060480
7,1060480,1060459
7,1060459,1060436
7,1060436,1060459
7,1060459,1060445
7,1060445,1060459
7,1060459,1060488
7,1060488,1060459
7,1060442,1060441
7,1060441,1060442
7,1060442,1060478
7,1060478,1060442
7,1060442,1060465
7,1060465,1060442
7,1060441,5215
7,5215,1060441
7,1060441,5216
7,5216,1060441
7,1060441,1060486
7,1060486,1060441
7,1060463,1060471
7,1060471,1060463
7,1060463,1060462
7,1060462,1060463
7,1060463,1060475
7,1060475,1060463
7,1060463,1060484
7,1060484,1060463
7,1060471,1060462
7,1060462,1060471
7,1060446,1060445
7,1060445,1060446
7,1060446,1060484
7,1060484,1060446
7,1060446,1060454
7,1060454,1060446
7,1060454,1060453
7,1060453,1060454
7,1060454,1060483
7,1060483,1060454
7,1060456,1060455
7,1060455,1060456
7,1060465,5211
7,5211,1060465
7,1060469,5213
7,5213,1060469
7,1060469,1060483
7,1060483,1060469
7,1060469,1060485
7,1060485,1060469
7,1060477,1060476
7,1060476,1060477
7,1060482,1060481
7,1060481,1060482
7,1060483,1060491
7,1060491,1060483
8,1024074,1024073
8,1024073,1024074
8,1024073,1060527
8,1060527,1024073
8,1024073,1060526
8,1060526,1024073
8,5221,5220
8,5220,5221
8,1060499,1060498
8,1060498,1060499
8,1060498,1060530
8,1060530,1060498
8,5226,1060500
8,1060500,5226
8,5228,5227
8,5227,5228
8,1060507,5230
8,5230,1060507
8,1060507,1060514
8,1060514,1060507
8,1060507,1060517
8,1060517,1060507
8,5232,1060508
8,1060508,5232
8,1060518,1060517
8,1060517,1060518
8,1060517,1060534
8,1060534,1060517
8,1060517,1060542
8,1060542,1060517
8,1060520,1060519
8,1060519,1060520
8,1060520,1060505
8,1060505,1060520
8,1060532,1060511
8,1060511,1060532
8,1060532,1060535
8,1060535,1060532
8,1060532,1060537
8,1060537,1060532
8,1060511,1060536
8,1060536,1060511
8,1060535,1060536
8,1060536,1060535
8,1060533,1060521
8,1060521,1060533
8,1060521,1060540
8,1060540,1060521
8,1060541,1060497
8,1060497,1060541
9,1060591,1060590
9,1060590,1060591
9,1060591,1060573
9,1060573,1060591
9,1060591,1060575
9,1060575,1060591
9,1060590,1060586
9,1060586,1060590
9,1060590,1060606
9,1060606,1060590
9,1060546,5244
9,5244,1060546
9,1060546,1060550
9,1060550,1060546
9,1060546,1060585
9,1060585,1060546
9,1060585,1060584
9,1060584,1060585
9,1060585,1060586
9,1060586,1060585
9,1060585,1060551
9,1060551,1060585
9,1060585,1060605
9,1060605,1060585
9,1060551,1060550
9,1060550,1060551
9,1060551,1060559
9,1060559,1060551
9,1060550,1060599
9,1060599,1060550
9,1060550,1060601
9,1060601,1060550
9,1060550,1060602
9,1060602,1060550
9,1024113,5252
9,5252,1024113
9,1024113,1060564
9,1060564,1024113
9,1024113,1024116
9,1024116,1024113
9,1024113,1060610
9,1060610,1024113
9,1060559,5254
9,5254,1060559
9,1060564,1060595
9,1060595,1060564
9,1060564,1060596
9,1060596,1060564
9,1060564,1060594
9,1060594,1060564
9,1060567,5256
9,5256,1060567
9,1060567,1060594
9,1060594,1060567
9,5256,5259
9,5259,5256
9,5259,5258
9,5258,5259
9,5258,5261
9,5261,5258
9,5261,5260
9,5260,5261
9,5260,5262
9,5262,5260
9,1060598,1060597
9,1060597,1060598
9,1060598,1060604
9,1060604,1060598
9,1060599,1060603
9,1060603,1060599
9,1060608,1060609
9,1060609,1060608
9,1060608,1060607
9,1060607,1060608
10,1060643,1060613
10,1060613,1060643
10,1060643,1060616
10,1060616,1060643
10,1060643,1060619
10,1060619,1060643
10,1060643,1060623
10,1060623,1060643
10,1060643,5275
10,5275,1060643
10,1060643,1060630
10,1060630,1060643
10,1060643,5282
10,5282,1060643
10,1060643,1060642
10,1060642,1060643
10,1060643,1060646
10,1060646,1060643
10,1060643,1060647
10,1060647,1060643
10,1060643,1060648
10,1060648,1060643
10,1060613,5283
10,5283,1060613
10,1060613,1060649
10,1060649,1060613
10,1060613,1060654
10,1060654,1060613
10,5272,5271
10,5271,5272
10,1060630,1060636
10,1060636,1060630
10,5278,1060632
10,1060632,5278
10,1060632,1060649
10,1060649,1060632
10,5280,5279
10,5279,5280
10,1060649,1060634
10,1060634,1060649
10,1060645,1060650
10,1060650,1060645
10,1060645,1060651
10,1060651,1060645
10,1060657,1060644
10,1060644,1060657
11,1024216,5289
11,5289,1024216
11,1024216,5302
11,5302,1024216
11,1024216,5303
11,5303,1024216
11,1024216,5305
11,5305,1024216
11,1024216,1024211
11,1024211,1024216
11,1024216,1024213
11,1024213,1024216
11,5300,1024199
11,1024199,5300
11,5301,1024186
11,1024186,5301
11,1024195,1024208
11,1024208,1024195
11,1024188,1024187
11,1024187,1024188
12,1060686,1060659
12,1060659,1060686
12,1060686,1060666
12,1060666,1060686
12,1060686,1060685
12,1060685,1060686
12,1060686,1060690
12,1060690,1060686
12,1060686,1060672
12,1060672,1060686
12,1060686,1060697
12,1060697,1060686
12,1060686,1060673
12,1060673,1060686
12,1060686,1060662
12,1060662,1060686
12,1060686,1060670
12,1060670,1060686
12,1060659,1060692
12,1060692,1060659
12,1060662,1060661
12,1060661,1060662
12,1060662,1060673
12,1060673,1060662
12,5314,1060664
12,1060664,5314
12,1060664,1060691
12,1060691,1060664
12,1060670,1060669
12,1060669,1060670
12,1060672,5319
12,5319,1060672
12,1060672,1060694
12,1060694,1060672
12,1060672,1060693
12,1060693,1060672
12,1060675,1060674
12,1060674,1060675
12,3798613,1060680
12,1060680,3798613
12,1060680,1060663
12,1060663,1060680
12,1060689,1060676
12,1060676,1060689
12,1060668,1060695
12,1060695,1060668
12,1060697,1060696
12,1060696,1060697
13,1060700,1060699
13,1060699,1060700
13,1060700,1060712
13,1060712,1060700
13,1060700,5346
13,5346,1060700
13,1060700,1060731
13,1060731,1060700
13,1060700,1060703
13,1060703,1060700
13,1060700,1060722
13,1060722,1060700
13,1060700,1060732
13,1060732,1060700
13,1060700,1060706
13,1060706,1060700
13,1060700,1060708
13,1060708,1060700
13,1060700,1060714
13,1060714,1060700
13,1060700,1060702
13,1060702,1060700
13,1060700,1060701
13,1060701,1060700
13,1060700,1060704
13,1060704,1060700
13,1060700,1060709
13,1060709,1060700
13,1060699,1060704
13,1060704,1060699
13,1060699,1060709
13,1060709,1060699
13,1060699,1060712
13,1060712,1060699
13,1060702,1060701
13,1060701,1060702
13,1060704,5334
13,5334,1060704
13,1060704,5346
13,5346,1060704
13,1060707,1060706
13,1060706,1060707
13,1060711,1060710
13,1060710,1060711
13,1060711,5346
13,5346,1060711
13,1060715,1060714
13,1060714,1060715
13,1060715,1060716
13,1060716,1060715
13,5346,5345
13,5345,5346
13,1060734,1060708
13,1060708,1060734
13,1060737,1060736
13,1060736,1060737
14,3798615,5352
14,5352,3798615
14,3798615,5361
14,5361,3798615
14,5352,3798614
14,3798614,5352
14,5354,5353
14,5353,5354
14,5350,5358
14,5358,5350
14,5360,5359
14,5359,5360
14,5363,5362
14,5362,5363
14,1060763,1060745
14,1060745,1060763
14,1060765,1060740
14,1060740,1060765
14,1060740,1060766
14,1060766,1060740
14,1060766,1060742
14,1060742,1060766
14,1060766,1060739
14,1060739,1060766
14,1060766,1060741
14,1060741,1060766
14,1060771,1060772
14,1060772,1060771
14,1060772,1060773
14,1060773,1060772
14,1060739,1060741
14,1060741,1060739
15,3798582,5365
15,5365,3798582
15,3798582,5366
15,5366,3798582
15,5366,5385
15,5385,5366
15,5368,5367
15,5367,5368
15,5370,5369
15,5369,5370
15,3798583,3798584
15,3798584,3798583
15,3798585,3798586
15,3798586,3798585
15,5374,5373
15,5373,5374
15,3798588,5375
15,5375,3798588
15,5378,5377
15,5377,5378
15,5380,5379
15,5379,5380
15,5387,5386
15,5386,5387
15,3798661,3798660
15,3798660,3798661
15,3798661,3798659
15,3798659,3798661
15,3798661,3798658
15,3798658,3798661
15,3798661,3798657
15,3798657,3798661
15,1060803,1060776
15,1060776,1060803
15,1060803,1060825
15,1060825,1060803
15,1060803,1060828
15,1060828,1060803
15,1060809,1060813
15,1060813,1060809
15,1060809,1060808
15,1060808,1060809
15,1060809,1060804
15,1060804,1060809
15,1060809,1060807
15,1060807,1060809
15,1060815,1060805
15,1060805,1060815
15,1060805,1060808
15,1060808,1060805
15,1060818,1060804
15,1060804,1060818
15,1060811,1060806
15,1060806,1060811
16,3798590,3798589
16,3798589,3798590
16,5392,5391
16,5391,5392
16,5397,5396
16,5396,5397
16,5396,3798621
16,3798621,5396
16,5399,5398
16,5398,5399
16,5393,5402
16,5402,5393
16,5406,5405
16,5405,5406
16,3798619,3798620
16,3798620,3798619
16,5408,5407
16,5407,5408
16,5410,5409
16,5409,5410
16,5412,5413
16,5413,5412
16,5412,5414
16,5414,5412
16,5413,5415
16,5415,5413
16,1060862,1060849
16,1060849,1060862
16,1060862,1060861
16,1060861,1060862
16,1060862,1060833
16,1060833,1060862
16,1060862,1060868
16,1060868,1060862
16,1060862,1060865
16,1060865,1060862
16,1060861,1060872
16,1060872,1060861
16,1060860,1060863
16,1060863,1060860
16,1060860,1060845
16,1060845,1060860
16,1060860,1060869
16,1060869,1060860
16,1060860,1060877
16,1060877,1060860
16,1060860,1060876
16,1060876,1060860
16,1060863,1060871
16,1060871,1060863
16,1060845,1060870
16,1060870,1060845
16,1060866,1060865
16,1060865,1060866
16,1060866,1060867
16,1060867,1060866
16,1060866,1060876
16,1060876,1060866
16,1060867,1060837
16,1060837,1060867
16,1060867,1060879
16,1060879,1060867
16,1060869,1060837
16,1060837,1060869
16,1060837,1060875
16,1060875,1060837
16,1060837,1060880
16,1060880,1060837
16,1060837,1060881
16,1060881,1060837
16,1060874,1060873
16,1060873,1060874
16,1060878,1060864
16,1060864,1060878
17,1060883,1060902
17,1060902,1060883
17,1060902,1060891
17,1060891,1060902
17,5420,5419
17,5419,5420
17,5419,1060900
17,1060900,5419
17,1060910,1060888
17,1060888,1060910
17,1060910,1060900
17,1060900,1060910
17,1060910,5429
17,5429,1060910
17,1060910,1060905
17,1060905,1060910
17,1060910,5432
17,5432,1060910
17,1060910,1060913
17,1060913,1060910
17,1060895,5431
17,5431,1060895
17,1060893,5433
17,5433,1060893
18,5435,1060928
18,1060928,5435
18,1060928,5436
18,5436,1060928
18,1060928,5443
18,5443,1060928
18,1060942,1060922
18,1060922,1060942
18,1060942,1060923
18,1060923,1060942
18,1060942,5440
18,5440,1060942
18,1060942,5441
18,5441,1060942
18,1060942,1060926
18,1060926,1060942
18,1060942,5446
18,5446,1060942
18,1060942,5447
18,5447,1060942
18,1060942,1060937
18,1060937,1060942
18,1060926,1060976
18,1060976,1060926
18,5445,1060930
18,1060930,5445
18,5449,5448
18,5448,5449
18,5451,5450
18,5450,5451
18,1060961,5455
18,5455,1060961
18,1060961,5456
18,5456,1060961
18,1060961,5457
18,5457,1060961
18,1060961,5458
18,5458,1060961
18,1060961,5452
18,5452,1060961
18,1060961,1060959
18,1060959,1060961
18,1060961,1060978
18,1060978,1060961
18,1060961,1060979
18,1060979,1060961
18,5461,5460
18,5460,5461
18,1060947,1060963
18,1060963,1060947
18,1060972,1060971
18,1060971,1060972
18,1024456,1024429
18,1024429,1024456
18,1024455,1024454
18,1024454,1024455
18,1060975,1060974
18,1060974,1060975
19,5466,1061007
19,1061007,5466
19,1061007,1061006
19,1061006,1061007
19,1061007,1060988
19,1060988,1061007
19,1061007,1060989
19,1060989,1061007
19,1061007,1061019
19,1061019,1061007
19,1060987,1061011
19,1061011,1060987
19,1060987,1061024
19,1061024,1060987
19,1061011,1061019
19,1061019,1061011
19,1060989,1060988
19,1060988,1060989
19,1060989,1061025
19,1061025,1060989
19,1060989,1061016
19,1061016,1060989
19,1060989,1061027
19,1061027,1060989
19,1060988,1061020
19,1061020,1060988
19,1060988,1060994
19,1060994,1060988
19,1060988,1061030
19,1061030,1060988
19,1061006,1060992
19,1060992,1061006
19,1061006,1060994
19,1060994,1061006
19,1061006,1061016
19,1061016,1061006
19,1060994,1061032
19,1061032,1060994
19,1061017,1061013
19,1061013,1061017
19,1061019,1061018
19,1061018,1061019
19,1061019,1061023
19,1061023,1061019
19,1061022,1061021
19,1061021,1061022
19,1061023,1061038
19,1061038,1061023
19,1061025,1061032
19,1061032,1061025
19,1061031,1061030
19,1061030,1061031
19,1061032,1061035
19,1061035,1061032
19,1061034,1061033
19,1061033,1061034
20,1061041,1061072
20,1061072,1061041
20,1061072,5481
20,5481,1061072
20,1061072,5492
20,5492,1061072
20,1061072,1061083
20,1061083,1061072
20,1061072,1061092
20,1061092,1061072
20,1061043,1061042
20,1061042,1061043
20,1061042,5479
20,5479,1061042
20,1061042,1061053
20,1061053,1061042
20,5479,1061046
20,1061046,5479
20,5479,5481
20,5481,5479
20,1061046,1061054
20,1061054,1061046
20,1061054,1061079
20,1061079,1061054
20,5485,5484
20,5484,5485
20,5487,5486
20,5486,5487
20,1061067,1061068
20,1061068,1061067
20,1061068,1061071
20,1061071,1061068
20,1061068,5496
20,5496,1061068
20,1061071,1061087
20,1061087,1061071
20,5494,5493
20,5493,5494
20,1061086,1061088
20,1061088,1061086
20,1061088,1061092
20,1061092,1061088
20,1061089,1061091
20,1061091,1061089
21,1061094,1061126
21,1061126,1061094
21,1061094,5499
21,5499,1061094
21,1061094,5500
21,5500,1061094
21,1061094,1061129
21,1061129,1061094
21,1061094,1061124
21,1061124,1061094
21,1061094,1061096
21,1061096,1061094
21,1061094,1061119
21,1061119,1061094
21,1061124,1061098
21,1061098,1061124
21,1061124,5504
21,5504,1061124
21,1061124,1061119
21,1061119,1061124
21,1061124,1061120
21,1061120,1061124
21,1061098,5522
21,5522,1061098
21,1061098,5523
21,5523,1061098
21,1061098,5524
21,5524,1061098
21,1061098,5525
21,5525,1061098
21,1061098,5526
21,5526,1061098
21,1061098,1061145
21,1061145,1061098
21,1061098,1061144
21,1061144,1061098
21,5504,5514
21,5514,5504
21,1061119,1061134
21,1061134,1061119
21,1061119,1061144
21,1061144,1061119
21,1061119,1061110
21,1061110,1061119
21,1061104,5506
21,5506,1061104
21,1061104,5508
21,5508,1061104
21,1061104,5509
21,5509,1061104
21,1061104,5510
21,5510,1061104
21,1061104,1061108
21,1061108,1061104
21,1061144,5514
21,5514,1061144
21,1061144,1061134
21,1061134,1061144
21,1061144,1061131
21,1061131,1061144
21,1061110,5518
21,5518,1061110
21,1061147,1061125
21,1061125,1061147
22,5531,1024614
22,1024614,5531
22,1024614,5527
22,5527,1024614
22,1024614,1024587
22,1024587,1024614
22,1024614,1024588
22,1024588,1024614
22,5535,1024594
22,1024594,5535
22,1024594,1024613
22,1024613,1024594
22,1024615,5536
22,5536,1024615
22,1024624,1024623
22,1024623,1024624
22,1024624,5545
22,5545,1024624
22,1024613,1024619
22,1024619,1024613
22,1024628,1024626
22,1024626,1024628
22,1024636,1024629
22,1024629,1024636
22,3798675,1024631
22,1024631,3798675
23,1061150,5547
23,5547,1061150
23,1061150,1061157
23,1061157,1061150
23,1061150,1061181
23,1061181,1061150
23,1061150,1061180
23,1061180,1061150
23,5567,5550
23,5550,5567
23,5551,1061148
23,1061148,5551
23,1061148,1061186
23,1061186,1061148
23,5555,1061159
23,1061159,5555
23,5566,1061161
23,1061161,5566
23,1061161,1061187
23,1061187,1061161
23,1061172,1061171
23,1061171,1061172
23,5565,1061174
23,1061174,5565
23,1061174,1061185
23,1061185,1061174
23,1061181,1061184
23,1061184,1061181
23,1061184,1061176
23,1061176,1061184
24,5569,1058550
24,1058550,5569
24,5569,1058565
24,1058565,5569
24,1058550,1058565
24,1058565,1058550
24,5573,1058554
24,1058554,5573
24,5581,1058562
24,1058562,5581
24,5581,5588
24,5588,5581
24,5588,1058573
24,1058573,5588
24,5588,5590
24,5590,5588
24,5588,5591
24,5591,5588
24,5588,5592
24,5592,5588
24,5588,5593
24,5593,5588
24,5588,5578
24,5578,5588
24,5588,5575
24,5575,5588
24,5588,5576
24,5576,5588
24,5588,1058584
24,1058584,5588
24,5595,1058585
24,1058585,5595
24,5595,1058587
24,1058587,5595
24,5595,5597
24,5597,5595
24,1058590,5598
24,5598,1058590
24,5601,1058592
24,1058592,5601
25,1061192,1061191
25,1061191,1061192
25,1061192,1061252
25,1061252,1061192
25,1061192,1061256
25,1061256,1061192
25,1061191,1061237
25,1061237,1061191
25,1061191,1061255
25,1061255,1061191
25,1061224,1061193
25,1061193,1061224
25,1061224,5610
25,5610,1061224
25,1061224,1061221
25,1061221,1061224
25,1061224,5630
25,5630,1061224
25,1061224,1061230
25,1061230,1061224
25,1061224,5632
25,5632,1061224
25,1061224,5633
25,5633,1061224
25,1061224,1061203
25,1061203,1061224
25,1061224,1061190
25,1061190,1061224
25,1061224,1061239
25,1061239,1061224
25,5623,5615
25,5615,5623
25,5615,5624
25,5624,5615
25,5615,5625
25,5625,5615
25,5615,5626
25,5626,5615
25,5615,5627
25,5627,5615
25,5618,5616
25,5616,5618
25,5616,5619
25,5619,5616
25,5616,5620
25,5620,5616
25,5616,1061211
25,1061211,5616
25,5616,5622
25,5622,5616
25,1061211,1061203
25,1061203,1061211
25,1061242,1061241
25,1061241,1061242
25,1061247,1061246
25,1061246,1061247
25,1061218,1061201
25,1061201,1061218
25,1061218,1061249
25,1061249,1061218
25,1061218,1061250
25,1061250,1061218
25,1061252,1061251
25,1061251,1061252
25,1061254,1061253
25,1061253,1061254
25,1061235,1061197
25,1061197,1061235
26,1024737,5639
26,5639,1024737
26,1024737,5644
26,5644,1024737
26,1024726,1024718
26,1024718,1024726
26,1024726,1024733
26,1024733,1024726
26,1024726,5649
26,5649,1024726
26,1024726,5650
26,5650,1024726
26,1024726,5651
26,5651,1024726
26,1024733,1024725
26,1024725,1024733
26,5645,1024727
26,1024727,5645
26,1024750,1024742
26,1024742,1024750
26,1024728,1024755
26,1024755,1024728
26,1024751,1024748
26,1024748,1024751
27,1024757,1024786
27,1024786,1024757
27,1024757,5658
27,5658,1024757
27,1024757,5659
27,5659,1024757
27,1024757,5660
27,5660,1024757
27,1024757,5661
27,5661,1024757
27,1024757,1024807
27,1024807,1024757
27,1024757,1024803
27,1024803,1024757
27,1024786,5663
27,5663,1024786
27,1024786,1024783
27,1024783,1024786
27,5658,5665
27,5665,5658
27,5659,5664
27,5664,5659
27,5660,5667
27,5667,5660
27,5661,5666
27,5666,5661
27,1024802,1024773
27,1024773,1024802
27,1024802,1024775
27,1024775,1024802
27,1024802,1024801
27,1024801,1024802
27,1024802,1024776
27,1024776,1024802
27,1024776,1024775
27,1024775,1024776
27,1024781,5674
27,5674,1024781
27,1024781,1024799
27,1024799,1024781
27,1024781,1024805
27,1024805,1024781
27,1024804,1024808
27,1024808,1024804
27,1024811,1024810
27,1024810,1024811
27,1024796,1024812
27,1024812,1024796
27,1024815,1024814
27,1024814,1024815
28,1061258,1061257
28,1061257,1061258
28,1061258,5681
28,5681,1061258
28,1061258,5702
28,5702,1061258
28,1061258,1061301
28,1061301,1061258
28,1061257,1061293
28,1061293,1061257
28,1061257,1061271
28,1061271,1061257
28,1061257,1061306
28,1061306,1061257
28,5681,1061283
28,1061283,5681
28,5683,5682
28,5682,5683
28,1061263,1061262
28,1061262,1061263
28,1061263,3798627
28,3798627,1061263
28,1061263,1061274
28,1061274,1061263
28,1061263,5695
28,5695,1061263
28,1061263,1061263
28,1061263,1061263
28,1061263,1061294
28,1061294,1061263
28,1061263,1061303
28,1061303,1061263
28,1061263,1061304
28,1061304,1061263
28,1061263,1061308
28,1061308,1061263
28,5687,5686
28,5686,5687
28,5689,1061266
28,1061266,5689
28,3798627,5693
28,5693,3798627
28,3798627,5697
28,5697,3798627
28,3798627,1061307
28,1061307,3798627
28,1061271,1061270
28,1061270,1061271
28,1061271,1061305
28,1061305,1061271
28,5701,5700
28,5700,5701
28,1061297,1061296
28,1061296,1061297
28,1061297,1061299
28,1061299,1061297
28,3798678,3798677
28,3798677,3798678
29,1061328,1061312
29,1061312,1061328
29,1061328,1061337
29,1061337,1061328
29,1061328,1061344
29,1061344,1061328
29,1061328,1061342
29,1061342,1061328
29,1061312,1061345
29,1061345,1061312
29,5710,1061317
29,1061317,5710
29,5717,5716
29,5716,5717
29,1061336,1061335
29,1061335,1061336
29,1061339,1061338
29,1061338,1061339
29,1061339,1061341
29,1061341,1061339
29,1061339,1061333
29,1061333,1061339
29,1061339,1061349
29,1061349,1061339
29,1061339,1061346
